airline,flight_number,departure_time,arrival_time,origin,destination,duration,stops,price,currency,source_platform,lead_time,scraped_at,date,route,lead_time_days,duration_minutes,stops_count,departure_hour,arrival_hour,day_of_week,month,previous_price,baseline_7d,std_7d,baseline_30d,price_change_1d,price_7d_ago,price_change_7d,z_score,price_vs_7d_baseline,anomaly_prediction,anomaly_score,alert_level,inflation_percent
IndiGo,6E-4060ECONOMY,12:45,15:12,BOM,BLR,02h 27m,Non-stop,7940,INR,MakeMyTrip,T+1,2026-03-16 11:47:09+00:00,2026-03-16,BOM-BLR,1,147,0,12,15,0,3,7797.0,6591.428571428572,858.9091642199136,6046.666666666667,0.018340387328459773,5362.0,0.4807907497202537,1.570097845906954,0.2045947117468574,1,0.5069040748219976,HIGH,20.45947117468574
Air India,AI-2465ECONOMY,09:50,11:52,BOM,BLR,02h 02m,Non-stop,6843,INR,MakeMyTrip,T+3,2026-03-17 11:16:56+00:00,2026-03-17,BOM-BLR,3,122,0,9,11,1,3,7940.0,6959.714285714285,794.1514788933958,6104.733333333334,-0.1381612090680101,6932.0,-0.012839007501442623,-0.14696728371886927,-0.016769982347386914,1,0.4203901141229815,NORMAL,-1.6769982347386914
IndiGo,6E-451ECONOMY,05:00,07:22,BOM,BLR,02h 22m,Non-stop,7664,INR,EaseMyTrip,T+1,2026-03-18 11:20:59+00:00,2026-03-18,BOM-BLR,1,142,0,5,7,2,3,6843.0,6947.0,795.3806216732526,6151.9,0.11997661844220375,6176.0,0.2409326424870466,0.9014552032857398,0.10321001871311353,1,0.4278200370365964,WATCH,10.321001871311353
Air India Express,IX-8626ECONOMY,05:35,07:55,BOM,BLR,02h 20m,Non-stop,6750,INR,EaseMyTrip,T+10,2026-03-19 11:03:41+00:00,2026-03-19,BOM-BLR,10,140,0,5,7,3,3,7664.0,7159.571428571428,752.6756399988076,6234.0,-0.11925887265135704,6261.0,0.07810253953042645,-0.5441539579679732,-0.05720613763792726,1,0.4133218093847176,NORMAL,-5.720613763792725
IndiGo,6E-7193ECONOMY,20:15,22:21,BOM,BLR,02h 06m,Non-stop,8410,INR,EaseMyTrip,T+3,2026-03-20 11:45:05+00:00,2026-03-20,BOM-BLR,3,126,0,20,22,4,3,6750.0,7229.428571428572,673.9537217403093,6258.8,0.24592592592592588,7503.0,0.1208849793415967,1.7517099327278902,0.1633007943722089,1,0.43266195996256496,WATCH,16.33007943722089
Air India Express,IX-6813ECONOMY,14:35,16:56,BOM,BLR,02h 21m,Non-stop,7141,INR,MakeMyTrip,T+5,2026-03-21 11:29:55+00:00,2026-03-21,BOM-BLR,5,141,0,14,16,5,3,8410.0,7359.0,808.9775439816988,6339.433333333333,-0.1508917954815696,6109.0,0.16893108528400713,-0.2694759596502863,-0.029623590161706792,1,0.42908595501230945,NORMAL,-2.962359016170679
Akasa Air,QP-4696ECONOMY,16:25,19:18,BOM,BLR,02h 53m,Non-stop,6650,INR,MakeMyTrip,T+10,2026-03-22 11:44:12+00:00,2026-03-22,BOM-BLR,10,173,0,16,19,6,3,7141.0,7506.428571428572,613.6700680177797,6389.6,-0.06875787704803249,7797.0,-0.14710786199820447,-1.3955847222513686,-0.11409268246265103,1,0.4520564150600304,NORMAL,-11.409268246265103
Air India,AI-9708ECONOMY,07:25,09:07,BOM,BLR,01h 42m,Non-stop,7160,INR,EaseMyTrip,T+5,2026-03-23 11:03:55+00:00,2026-03-23,BOM-BLR,5,102,0,7,9,0,3,6650.0,7342.571428571428,673.3795010103493,6428.233333333334,0.07669172932330826,7940.0,-0.09823677581863977,-0.2711270959354946,-0.0248647807307677,1,0.43214889823429425,NORMAL,-2.48647807307677
Air India,AI-9647ECONOMY,14:00,16:24,BOM,BLR,02h 24m,Non-stop,7883,INR,Cleartrip,T+1,2026-03-24 11:05:37+00:00,2026-03-24,BOM-BLR,1,144,0,14,16,1,3,7160.0,7231.142857142857,620.5020624653914,6470.7,0.10097765363128497,6843.0,0.15198012567587305,1.0505317907682226,0.09014579793749267,1,0.4269324862834298,NORMAL,9.014579793749267
Air India,AI-1693ECONOMY,05:25,07:32,BOM,BLR,02h 07m,Non-stop,7907,INR,Cleartrip,T+1,2026-03-25 11:12:27+00:00,2026-03-25,BOM-BLR,1,127,0,5,7,2,3,7883.0,7379.714285714285,636.3811002551059,6530.766666666666,0.003044526195610908,7664.0,0.03170668058455117,0.8285690980991449,0.07145069495528289,1,0.4034388706561475,NORMAL,7.145069495528289
Air India Express,IX-7759ECONOMY,10:20,12:18,BOM,BLR,01h 58m,Non-stop,6501,INR,Cleartrip,T+10,2026-03-26 11:48:56+00:00,2026-03-26,BOM-BLR,10,118,0,10,12,3,3,7907.0,7414.428571428572,660.638796202292,6574.533333333334,-0.17781712406728212,6750.0,-0.03688888888888886,-1.382644459694846,-0.12319608485385636,1,0.42607510771834617,NORMAL,-12.319608485385636
IndiGo,6E-1198ECONOMY,09:35,11:30,BOM,BLR,01h 55m,Non-stop,8340,INR,MakeMyTrip,T+1,2026-03-27 11:22:42+00:00,2026-03-27,BOM-BLR,1,115,0,9,11,4,3,6501.0,7378.857142857143,707.4238306633944,6586.466666666666,0.28287955699123213,8410.0,-0.008323424494649179,1.358652077413811,0.1302563308293967,1,0.4323088030157163,WATCH,13.02563308293967
Air India Express,IX-9948ECONOMY,10:30,12:24,BOM,BLR,01h 54m,Non-stop,6304,INR,Cleartrip,T+21,2026-03-28 11:09:53+00:00,2026-03-28,BOM-BLR,21,114,0,10,12,5,3,8340.0,7368.857142857143,690.7159156921686,6693.5,-0.24412470023980815,7141.0,-0.11721047472342805,-1.5416716462802895,-0.14450777402970028,1,0.46109419940598684,NORMAL,-14.450777402970028
Air India Express,IX-9694ECONOMY,16:00,18:18,BOM,BLR,02h 18m,Non-stop,6559,INR,EaseMyTrip,T+30,2026-03-29 11:20:58+00:00,2026-03-29,BOM-BLR,30,138,0,16,18,6,3,6304.0,7249.285714285715,800.4635561734837,6737.633333333333,0.040450507614213205,6650.0,-0.013684210526315743,-0.8623574539552301,-0.09522120405951329,1,0.43962942784650033,NORMAL,-9.522120405951329
Air India,AI-7789ECONOMY,10:05,13:13,BOM,BLR,03h 08m,Non-stop,6531,INR,MakeMyTrip,T+30,2026-03-30 11:21:34+00:00,2026-03-30,BOM-BLR,30,188,0,10,13,0,3,6559.0,7236.285714285715,812.4673766344303,6768.766666666666,-0.004268943436499417,7160.0,-0.08784916201117321,-0.8680788110007499,-0.09746515576262493,1,0.43632243729110703,NORMAL,-9.746515576262492
IndiGo,6E-2389ECONOMY,07:05,09:31,BOM,BLR,02h 26m,Non-stop,7505,INR,EaseMyTrip,T+2,2026-03-31 11:02:54+00:00,2026-03-31,BOM-BLR,2,146,0,7,9,1,3,6531.0,7146.428571428572,855.9310441740898,6780.3,0.1491348951156024,7883.0,-0.047951287580870194,0.41892560272471874,0.05017491254372808,1,0.4232417738073588,NORMAL,5.017491254372808
Akasa Air,QP-7344ECONOMY,18:15,20:42,BOM,BLR,02h 27m,Non-stop,5453,INR,EaseMyTrip,T+30,2026-04-01 11:45:04+00:00,2026-04-01,BOM-BLR,30,147,0,18,20,2,4,7505.0,7092.428571428572,812.54043122847,6819.966666666666,-0.27341772151898736,7907.0,-0.31035791071202734,-2.017657840053497,-0.23115193264446998,1,0.5050934979515364,WATCH,-23.115193264446997
Air India,AI-9973ECONOMY,22:05,23:53,BOM,BLR,01h 48m,Non-stop,5884,INR,EaseMyTrip,T+14,2026-04-02 11:17:52+00:00,2026-04-02,BOM-BLR,14,108,0,22,23,3,4,5453.0,6741.857142857143,924.2320106573927,6812.0,0.07903906106730241,6501.0,-0.09490847561913551,-0.9281837601004123,-0.12724344712139513,1,0.4335107359403035,NORMAL,-12.724344712139512
Air India,AI-5047ECONOMY,12:15,14:13,BOM,BLR,01h 58m,Non-stop,6728,INR,EaseMyTrip,T+3,2026-04-03 11:57:14+00:00,2026-04-03,BOM-BLR,3,118,0,12,14,4,4,5884.0,6653.714285714285,978.8387191438821,6816.766666666666,0.1434398368456833,8340.0,-0.19328537170263793,0.07589167942874889,0.011164548265200969,1,0.4336526371943103,NORMAL,1.1164548265200969
Air India,AI-3286ECONOMY,12:45,14:49,BOM,BLR,02h 04m,Non-stop,6655,INR,MakeMyTrip,T+5,2026-04-04 11:51:52+00:00,2026-04-04,BOM-BLR,5,124,0,12,14,5,4,6728.0,6423.428571428572,650.5753497591842,6830.033333333334,-0.010850178359096296,6304.0,0.055678934010152226,0.35594866706392503,0.036051063072680245,1,0.4190200696707168,NORMAL,3.6051063072680245
Air India Express,IX-3961ECONOMY,14:35,17:05,BOM,BLR,02h 30m,Non-stop,7329,INR,Cleartrip,T+1,2026-04-05 11:13:25+00:00,2026-04-05,BOM-BLR,1,150,0,14,17,6,4,6655.0,6473.571428571428,653.3569359196277,6873.9,0.10127723516153275,6559.0,0.11739594450373536,1.3092821464036644,0.13214167494207207,1,0.4433380392144275,WATCH,13.214167494207206
IndiGo,6E-9728ECONOMY,06:10,08:03,BOM,BLR,01h 53m,Non-stop,6764,INR,MakeMyTrip,T+3,2026-04-06 11:08:09+00:00,2026-04-06,BOM-BLR,3,113,0,6,8,0,4,7329.0,6583.571428571428,730.4121797868313,6903.366666666667,-0.07709100832310001,6531.0,0.03567600673710003,0.24702295008447028,0.027405880438320596,1,0.43522008272966484,NORMAL,2.7405880438320596
Akasa Air,QP-9755ECONOMY,20:05,22:45,BOM,BLR,02h 40m,Non-stop,5724,INR,MakeMyTrip,T+21,2026-04-07 11:59:29+00:00,2026-04-07,BOM-BLR,21,160,0,20,22,1,4,6764.0,6616.857142857143,732.9218759120744,6923.866666666667,-0.15375517445298637,7505.0,-0.2373084610259827,-1.2182159820868215,-0.13493674165551195,1,0.45271243686269586,NORMAL,-13.493674165551194
IndiGo,6E-154ECONOMY,08:05,10:19,BOM,BLR,02h 14m,Non-stop,7111,INR,EaseMyTrip,T+2,2026-04-08 11:07:48+00:00,2026-04-08,BOM-BLR,2,134,0,8,10,2,4,5724.0,6362.428571428572,680.4784731209004,6892.166666666667,0.2423130677847658,5453.0,0.30405281496423986,1.1000662888544162,0.11765498349686765,1,0.454636673570927,WATCH,11.765498349686766
Air India Express,IX-4131ECONOMY,09:40,12:14,BOM,BLR,02h 34m,Non-stop,6351,INR,MakeMyTrip,T+10,2026-04-09 11:02:54+00:00,2026-04-09,BOM-BLR,10,154,0,9,12,3,4,7111.0,6599.285714285715,594.2636099369,6950.466666666666,-0.10687666994796796,5884.0,0.0793677770224337,-0.41780400168214593,-0.0376231193852149,1,0.4174484988620374,NORMAL,-3.76231193852149
IndiGo,6E-375ECONOMY,14:15,17:25,BOM,BLR,03h 10m,Non-stop,6972,INR,EaseMyTrip,T+5,2026-04-10 11:10:47+00:00,2026-04-10,BOM-BLR,5,190,0,14,17,4,4,6351.0,6666.0,522.4544637254659,6931.1,0.09777987718469539,6728.0,0.03626634958382868,0.5856969769537538,0.045904590459045824,1,0.41305831091955253,NORMAL,4.590459045904582
Akasa Air,QP-5886ECONOMY,08:50,11:54,BOM,BLR,03h 04m,Non-stop,6644,INR,EaseMyTrip,T+5,2026-04-11 11:31:31+00:00,2026-04-11,BOM-BLR,5,184,0,8,11,5,4,6972.0,6700.857142857143,535.2629972176981,6957.633333333333,-0.04704532415375784,6655.0,-0.0016528925619834212,-0.1062228159852018,-0.00848505521681664,1,0.4180230789403349,NORMAL,-0.8485055216816639
Air India Express,IX-9704ECONOMY,08:50,11:21,BOM,BLR,02h 31m,Non-stop,6591,INR,Cleartrip,T+7,2026-04-12 11:53:38+00:00,2026-04-12,BOM-BLR,7,151,0,8,11,6,4,6644.0,6699.285714285715,535.4361817825743,6970.4,-0.007977122215532817,7329.0,-0.1006958657388457,-0.202238320774681,-0.01616377012474679,1,0.43709484774819735,NORMAL,-1.616377012474679
IndiGo,6E-4609ECONOMY,08:10,10:10,BOM,BLR,02h 00m,Non-stop,6983,INR,EaseMyTrip,T+3,2026-04-13 11:47:02+00:00,2026-04-13,BOM-BLR,3,120,0,8,10,0,4,6591.0,6593.857142857143,457.80834001847774,6940.0,0.05947504172356233,6764.0,0.03237729154346547,0.8500125994365908,0.05901596724223834,1,0.44340108323530214,NORMAL,5.901596724223834
Air India,AI-965ECONOMY,16:10,18:58,BOM,BLR,02h 48m,Non-stop,5115,INR,EaseMyTrip,T+30,2026-04-14 11:51:08+00:00,2026-04-14,BOM-BLR,30,168,0,16,18,1,4,6983.0,6625.142857142857,478.39364146116526,6969.133333333333,-0.2675068022339968,5724.0,-0.10639412997903563,-3.1566950859346785,-0.2279411764705882,1,0.5239216105501181,HIGH,-22.79411764705882
Air India Express,IX-6316ECONOMY,14:00,16:44,BOM,BLR,02h 44m,Non-stop,5987,INR,MakeMyTrip,T+7,2026-04-15 11:29:01+00:00,2026-04-15,BOM-BLR,7,164,0,14,16,2,4,5115.0,6538.142857142857,681.7444361272592,6879.733333333334,0.17047898338220913,7111.0,-0.1580649697651526,-0.8084302972440786,-0.08429654554591737,1,0.44787507921028086,NORMAL,-8.429654554591737
Air India,AI-8647ECONOMY,18:50,21:55,BOM,BLR,03h 05m,Non-stop,5797,INR,Cleartrip,T+14,2026-04-16 11:46:19+00:00,2026-04-16,BOM-BLR,14,185,0,18,21,3,4,5987.0,6377.571428571428,656.2219789936066,6814.633333333333,-0.03173542675797558,6351.0,-0.08723035742402774,-0.8847180483985051,-0.0910333086934122,1,0.4193542754187075,NORMAL,-9.10333086934122
IndiGo,6E-1649ECONOMY,22:45,01:23,BOM,BLR,02h 38m,Non-stop,7075,INR,Cleartrip,T+5,2026-04-17 11:29:46+00:00,2026-04-17,BOM-BLR,5,158,0,22,1,4,4,5797.0,6298.428571428572,692.3722161628715,6779.766666666666,0.22045885803001553,6972.0,0.014773379231210582,1.121609750424691,0.12329606024178363,1,0.4335339854560376,WATCH,12.329606024178364
Air India,AI-3632ECONOMY,18:45,21:29,BOM,BLR,02h 44m,Non-stop,8618,INR,EaseMyTrip,T+14,2026-04-18 11:04:15+00:00,2026-04-18,BOM-BLR,14,164,0,18,21,5,4,7075.0,6313.142857142857,709.9442298686636,6760.133333333333,0.21809187279151954,6644.0,0.2971101745936182,3.246532679452203,0.3650887038377988,1,0.5221040986382591,HIGH,36.50887038377988
Air India,AI-6775ECONOMY,05:15,07:24,BOM,BLR,02h 09m,Non-stop,9346,INR,Cleartrip,T+5,2026-04-19 11:23:39+00:00,2026-04-19,BOM-BLR,5,129,0,5,7,6,4,8618.0,6595.142857142857,1130.6603422442163,6822.4,0.08447435599907172,6591.0,0.4179942345622818,2.4329650913527603,0.4171034960793658,1,0.5497086121844074,HIGH,41.71034960793658
Air India,AI-9293ECONOMY,05:20,07:00,BOM,BLR,01h 40m,Non-stop,8374,INR,MakeMyTrip,T+10,2026-04-20 11:26:56+00:00,2026-04-20,BOM-BLR,10,100,0,5,7,0,4,9346.0,6988.714285714285,1535.8637867430068,6853.6,-0.10400171196233687,6983.0,0.19919805241300303,0.9019587063924387,0.19821753439218348,1,0.48557648287955385,WATCH,19.821753439218348
Air India,AI-9643ECONOMY,14:50,17:22,BOM,BLR,02h 32m,Non-stop,5571,INR,Cleartrip,T+21,2026-04-21 11:09:03+00:00,2026-04-21,BOM-BLR,21,152,0,14,17,1,4,8374.0,7187.428571428572,1622.541099340049,6894.7,-0.3347265345115835,5115.0,0.08914956011730202,-0.9962327438645692,-0.2248966449356019,1,0.5060241633047325,NORMAL,-22.48966449356019
IndiGo,6E-2863ECONOMY,18:25,20:11,BOM,BLR,01h 46m,Non-stop,5627,INR,EaseMyTrip,T+30,2026-04-22 11:55:25+00:00,2026-04-22,BOM-BLR,30,106,0,18,20,2,4,5571.0,7252.571428571428,1532.1016999689068,6858.733333333334,0.010052055286304151,5987.0,-0.06013028227826955,-1.061007522284205,-0.22413725181216515,1,0.4669608235328342,NORMAL,-22.413725181216513
Air India,AI-3768ECONOMY,20:25,22:46,BOM,BLR,02h 21m,Non-stop,7356,INR,Cleartrip,T+3,2026-04-23 11:10:05+00:00,2026-04-23,BOM-BLR,3,141,0,20,22,3,4,5627.0,7201.142857142857,1586.7320114595504,6807.633333333333,0.30726852674604577,5797.0,0.2689322063136106,0.09759502029249303,0.021504523091572914,1,0.4776238704336862,NORMAL,2.1504523091572914
Air India,AI-2221ECONOMY,10:40,13:33,BOM,BLR,02h 53m,Non-stop,5890,INR,EaseMyTrip,T+14,2026-04-24 11:31:47+00:00,2026-04-24,BOM-BLR,14,173,0,10,13,4,4,7356.0,7423.857142857143,1461.2473471400394,6790.066666666667,-0.19929309407286566,7075.0,-0.1674911660777385,-1.0496902840297475,-0.20661188831373756,1,0.46906525152307094,NORMAL,-20.661188831373757
Air India Express,IX-6093ECONOMY,05:50,08:32,BOM,BLR,02h 42m,Non-stop,5927,INR,Cleartrip,T+30,2026-04-25 11:16:24+00:00,2026-04-25,BOM-BLR,30,162,0,5,8,5,4,5890.0,7254.571428571428,1572.782868796881,6722.833333333333,0.00628183361629886,8618.0,-0.3122534230679972,-0.8440907228262029,-0.18299791264621323,1,0.4866612619463359,NORMAL,-18.299791264621323
Akasa Air,QP-2767ECONOMY,07:25,10:16,BOM,BLR,02h 51m,Non-stop,5607,INR,MakeMyTrip,T+30,2026-04-26 11:26:03+00:00,2026-04-26,BOM-BLR,30,171,0,7,10,6,4,5927.0,6870.142857142857,1511.6705360374688,6703.7,-0.053990214273662906,9346.0,-0.4000641985876311,-0.8355940180285079,-0.18385976586055597,1,0.5220702186560395,NORMAL,-18.385976586055598
Air India,AI-6142ECONOMY,09:15,11:03,BOM,BLR,01h 48m,Non-stop,7682,INR,Cleartrip,T+1,2026-04-27 11:13:51+00:00,2026-04-27,BOM-BLR,1,108,0,9,11,0,4,5607.0,6336.0,1093.8759832205244,6612.6,0.3700731228821117,8374.0,-0.08263673274420824,1.2304868382219958,0.21243686868686873,1,0.5164160623336591,HIGH,21.243686868686872
Air India Express,IX-9687ECONOMY,06:50,09:08,BOM,BLR,02h 18m,Non-stop,7236,INR,EaseMyTrip,T+3,2026-04-28 11:35:35+00:00,2026-04-28,BOM-BLR,3,138,0,6,9,1,4,7682.0,6237.142857142857,891.5577058481103,6658.533333333334,-0.05805779744858108,5571.0,0.29886914378029084,1.120350523925944,0.16014658726523145,1,0.4651441779997444,WATCH,16.014658726523145
Air India Express,IX-8526ECONOMY,10:10,12:20,BOM,BLR,02h 10m,Non-stop,6542,INR,Cleartrip,T+5,2026-04-29 11:34:25+00:00,2026-04-29,BOM-BLR,5,130,0,10,12,2,4,7236.0,6475.0,906.1997572279532,6681.1,-0.09590934217799885,5627.0,0.16260885018660032,0.07393513346875268,0.010347490347490274,1,0.4250168879057747,NORMAL,1.0347490347490274
Akasa Air,QP-4174ECONOMY,08:45,10:52,BOM,BLR,02h 07m,Non-stop,5932,INR,EaseMyTrip,T+10,2026-04-30 11:18:36+00:00,2026-04-30,BOM-BLR,10,127,0,8,10,3,4,6542.0,6605.714285714285,825.9307304057477,6681.466666666666,-0.09324365637419751,7356.0,-0.19358346927678083,-0.8157031345513874,-0.10198961937716255,1,0.422743705030377,NORMAL,-10.198961937716255
Air India Express,IX-1088ECONOMY,07:45,10:44,BOM,BLR,02h 59m,Non-stop,7790,INR,EaseMyTrip,T+3,2026-05-01 11:28:46+00:00,2026-05-01,BOM-BLR,3,179,0,7,10,4,5,5932.0,6402.285714285715,784.6707832557806,6629.033333333334,0.31321645313553614,5890.0,0.32258064516129026,1.7685305931187314,0.21675294537665102,1,0.4851247518450573,HIGH,21.675294537665103
Akasa Air,QP-1859ECONOMY,07:45,09:28,BOM,BLR,01h 43m,Non-stop,8154,INR,Cleartrip,T+2,2026-05-02 11:06:21+00:00,2026-05-02,BOM-BLR,2,103,0,7,9,5,5,7790.0,6673.714285714285,898.3178194614113,6706.933333333333,0.04672657252888324,5927.0,0.37573814746077283,1.6478418686754135,0.22180837400462372,1,0.4699129706313495,HIGH,22.180837400462373
IndiGo,6E-9322ECONOMY,22:55,01:55,BOM,BLR,03h 00m,Non-stop,7177,INR,Cleartrip,T+5,2026-05-03 11:17:36+00:00,2026-05-03,BOM-BLR,5,180,0,22,1,6,5,8154.0,6991.857142857143,980.3918312884601,6782.6,-0.11981849399067945,5607.0,0.2800071339397181,0.1888457769987094,0.026479782604253987,1,0.4601978029722719,NORMAL,2.6479782604253987
Akasa Air,QP-2501ECONOMY,06:05,08:41,BOM,BLR,02h 36m,Non-stop,5977,INR,EaseMyTrip,T+30,2026-05-04 11:46:53+00:00,2026-05-04,BOM-BLR,30,156,0,6,8,0,5,7177.0,7216.142857142857,767.1732591297781,6797.566666666667,-0.16720078027030794,7682.0,-0.22194740952876857,-1.6152060077647186,-0.1717181715597964,1,0.46804163609685784,NORMAL,-17.17181715597964
Akasa Air,QP-5900ECONOMY,06:35,09:29,BOM,BLR,02h 54m,Non-stop,6077,INR,Cleartrip,T+30,2026-05-05 11:42:41+00:00,2026-05-05,BOM-BLR,30,174,0,6,9,1,5,5977.0,6972.571428571428,859.698756763641,6774.966666666666,0.016730801405387297,7236.0,-0.160171365395246,-1.0417270253394701,-0.12844205867890512,1,0.4353853480089348,NORMAL,-12.844205867890512
IndiGo,6E-4269ECONOMY,10:40,13:25,BOM,BLR,02h 45m,Non-stop,7763,INR,EaseMyTrip,T+1,2026-05-06 11:25:21+00:00,2026-05-06,BOM-BLR,1,165,0,10,13,2,5,6077.0,6807.0,910.608587703849,6733.233333333334,0.27743952608194844,6542.0,0.18664017120146736,1.0498473360663203,0.14044366093727056,1,0.44045932426176504,WATCH,14.044366093727056
Akasa Air,QP-828ECONOMY,10:05,11:54,BOM,BLR,01h 49m,Non-stop,6623,INR,MakeMyTrip,T+21,2026-05-07 11:05:27+00:00,2026-05-07,BOM-BLR,21,109,0,10,11,3,5,7763.0,6981.428571428572,966.6076172440828,6766.533333333334,-0.14685044441581863,5932.0,0.11648685097774791,-0.37081082854539826,-0.05134029056680989,1,0.41819503644902556,NORMAL,-5.134029056680989
Akasa Air,QP-2725ECONOMY,07:05,09:07,BOM,BLR,02h 02m,Non-stop,7232,INR,EaseMyTrip,T+10,2026-05-08 11:18:11+00:00,2026-05-08,BOM-BLR,10,122,0,7,9,4,5,6623.0,7080.142857142857,872.2519568281134,6796.5,0.09195228748301365,7790.0,-0.07163029525032094,0.17409779556054145,0.02144831621637988,1,0.4039309343909607,NORMAL,2.144831621637988
Air India Express,IX-4248ECONOMY,10:20,12:06,BOM,BLR,01h 46m,Non-stop,6284,INR,EaseMyTrip,T+30,2026-05-09 11:43:27+00:00,2026-05-09,BOM-BLR,30,106,0,10,12,5,5,7232.0,7000.428571428572,820.5306935438896,6800.533333333334,-0.13108407079646023,8154.0,-0.22933529556046117,-0.8731283022872688,-0.10234067302001915,1,0.4373343377751843,NORMAL,-10.234067302001915
Air India,AI-8866ECONOMY,10:55,12:43,BOM,BLR,01h 48m,Non-stop,7061,INR,MakeMyTrip,T+7,2026-05-10 11:38:39+00:00,2026-05-10,BOM-BLR,7,108,0,10,12,6,5,6284.0,6733.285714285715,673.6232167133469,6798.3,0.1236473583704647,7177.0,-0.016162742092796445,0.4864949389856624,0.04867078267880243,1,0.43196513143544757,NORMAL,4.867078267880243
IndiGo,6E-366ECONOMY,06:55,09:41,BOM,BLR,02h 46m,Non-stop,8150,INR,MakeMyTrip,T+2,2026-05-11 11:29:27+00:00,2026-05-11,BOM-BLR,2,166,0,6,9,0,5,7061.0,6716.714285714285,662.2186734218312,6801.266666666666,0.15422744653731768,5977.0,0.36356031453906645,2.164369220939676,0.21339090116340897,1,0.5025302049869201,HIGH,21.3390901163409
Akasa Air,QP-8974ECONOMY,10:05,12:36,BOM,BLR,02h 31m,Non-stop,7323,INR,Cleartrip,T+5,2026-05-12 11:52:59+00:00,2026-05-12,BOM-BLR,5,151,0,10,12,1,5,8150.0,7027.142857142857,759.7994096188413,6851.466666666666,-0.10147239263803676,6077.0,0.2050353792989963,0.3893884874240188,0.04210205326285843,1,0.4249059853534925,NORMAL,4.210205326285843
Air India,AI-1322ECONOMY,06:40,09:46,BOM,BLR,03h 06m,Non-stop,7472,INR,Cleartrip,T+3,2026-05-13 11:35:09+00:00,2026-05-13,BOM-BLR,3,186,0,6,9,2,5,7323.0,7205.142857142857,635.9694511980421,6875.866666666667,0.020346852382903124,7763.0,-0.03748550817982743,0.41960685745901233,0.03703703703703698,1,0.40094584521281207,NORMAL,3.703703703703698
IndiGo,6E-3016ECONOMY,14:05,17:09,BOM,BLR,03h 04m,Non-stop,8462,INR,EaseMyTrip,T+1,2026-05-14 11:20:11+00:00,2026-05-14,BOM-BLR,1,184,0,14,17,3,5,7472.0,7163.571428571428,602.031797926224,6892.166666666667,0.13249464668094224,6623.0,0.27766873018269655,2.1567441718214484,0.18125436234918735,1,0.44787944659284085,WATCH,18.125436234918734
Akasa Air,QP-3274ECONOMY,18:40,20:48,BOM,BLR,02h 08m,Non-stop,6237,INR,Cleartrip,T+30,2026-05-15 11:16:57+00:00,2026-05-15,BOM-BLR,30,128,0,18,20,4,5,8462.0,7426.285714285715,717.0798919427082,7003.733333333334,-0.26294020326164025,7232.0,-0.13758296460176989,-1.658512151363929,-0.1601454293628809,1,0.4528637565935569,NORMAL,-16.01454293628809
IndiGo,6E-1393ECONOMY,10:05,12:28,BOM,BLR,02h 23m,Non-stop,8294,INR,EaseMyTrip,T+1,2026-05-16 11:55:46+00:00,2026-05-16,BOM-BLR,1,143,0,10,12,5,5,6237.0,7284.142857142857,848.5716289882694,7012.066666666667,0.3298059964726632,6284.0,0.31985996180776577,1.1900670589955622,0.13863774539606588,1,0.46447778115507243,WATCH,13.863774539606588
IndiGo,6E-1307ECONOMY,16:30,19:06,BOM,BLR,02h 36m,Non-stop,8238,INR,MakeMyTrip,T+1,2026-05-17 11:16:02+00:00,2026-05-17,BOM-BLR,1,156,0,16,19,6,5,8294.0,7571.285714285715,791.9187067466156,7095.3,-0.006751868820834339,7061.0,0.16669027049992913,0.8418973816811338,0.0880582652502877,1,0.4289852230103098,NORMAL,8.80582652502877
Akasa Air,QP-5396ECONOMY,18:10,20:01,BOM,BLR,01h 51m,Non-stop,6158,INR,EaseMyTrip,T+21,2026-05-18 11:37:47+00:00,2026-05-18,BOM-BLR,21,111,0,18,20,0,5,8238.0,7739.428571428572,790.466498793136,7134.066666666667,-0.25248846807477543,8150.0,-0.24441717791411044,-2.0006269384509734,-0.20433402244536325,1,0.48839783386800717,WATCH,-20.433402244536325
Akasa Air,QP-2924ECONOMY,16:20,18:42,BOM,BLR,02h 22m,Non-stop,6397,INR,MakeMyTrip,T+14,2026-05-19 11:55:03+00:00,2026-05-19,BOM-BLR,14,142,0,16,18,1,5,6158.0,7454.857142857143,958.6887622461927,7052.066666666667,0.03881130237089958,7323.0,-0.12645090809777415,-1.1034416846387147,-0.1419017323317492,1,0.43428383359095196,NORMAL,-14.190173233174919
IndiGo,6E-6911ECONOMY,20:50,22:39,BOM,BLR,01h 49m,Non-stop,7717,INR,MakeMyTrip,T+2,2026-05-20 11:19:24+00:00,2026-05-20,BOM-BLR,2,109,0,20,22,2,5,6397.0,7322.571428571428,1040.32716923457,6953.766666666666,0.20634672502735651,7472.0,0.03278907922912211,0.37913897002110974,0.05386476257364703,1,0.40883076349221514,NORMAL,5.386476257364703
IndiGo,6E-8845ECONOMY,22:35,01:31,BOM,BLR,02h 56m,Non-stop,6811,INR,Cleartrip,T+10,2026-05-21 11:39:06+00:00,2026-05-21,BOM-BLR,10,176,0,22,1,3,5,7717.0,7357.571428571428,1050.2661340731438,6931.866666666667,-0.11740313593365292,8462.0,-0.1951075395887497,-0.5204123134502245,-0.07428693474166548,1,0.4164412986661556,NORMAL,-7.428693474166548
